appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
485410,Alien Run,2016-06-18,Single-player;Steam Trading Cards,Action;Adventure;Casual,Casual;Action;Adventure,102,216,270,Adventure,Singleplayer
488460,Zeus Quest Remastered,2016-06-19,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Adventure;Indie,Adventure;Indie;Point & Click,19,9,0,Adventure,Singleplayer
486350,Square Arena,2016-06-19,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie,Action;Indie,15,3,0,Action,Multiplayer
376240,Hadean Lands,2016-06-20,Single-player;Steam Trading Cards,Adventure;Indie,Interactive Fiction;Text-Based;Indie,25,2,0,Indie,Singleplayer
463110,Farnham Fables,2016-06-20,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,237,84,217,Adventure,Singleplayer
485340,The Orchard of Stray Sheep,2016-06-20,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Indie;Visual Novel;Casual,17,6,0,Casual,Singleplayer
487770,Hoops VR,2016-06-20,Single-player;Steam Achievements;Steam Leaderboards,Simulation;Sports,Simulation;Sports;VR,46,12,6,Sports,Singleplayer
442070,Drawful 2,2016-06-20,Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Indie;Strategy,Casual;Indie;Local Multiplayer,289,37,331,Casual,Multiplayer
363530,Robot Arena III,2016-06-20,Single-player;Multi-player;Steam Workshop;Partial Controller Support,Simulation;Sports,Simulation;Sports;Robots,78,200,0,Sports,Multiplayer
390340,Umbrella Corps™/Biohazard Umbrella Corps™,2016-06-21,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Zombies;Multiplayer,633,1663,342,Action,Singleplayer
407320,My Little Kitties,2016-06-21,Single-player,Casual;Indie,Casual;Indie;Visual Novel,57,2,0,Casual,Singleplayer
423950,Deadlight: Director's Cut,2016-06-21,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure,Action;Adventure;Zombies,470,217,0,Adventure,Singleplayer
436270,Civil War: 1863,2016-06-21,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Wargame;Turn-Based,20,12,0,Strategy,Singleplayer
447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation,Cyberpunk;Visual Novel;Great Soundtrack,12348,294,667,Adventure,Singleplayer
452970,Asemblance,2016-06-21,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Adventure;Indie;Psychological Horror,71,34,0,Adventure,Singleplayer
458510,Zombie Pinball,2016-06-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual,Casual;Pinball;Arcade,19,18,0,Casual,Singleplayer
460940,Father´s Island,2016-06-21,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Horror,29,18,306,Adventure,Singleplayer
464780,ChuSingura46+1 S,2016-06-21,Single-player,Adventure;Free to Play,Nudity;Free to Play;Anime,767,103,453,Adventure,Singleplayer
467890,Garage Drummer VR,2016-06-21,Single-player,Audio Production;Early Access,Early Access;Audio Production;VR,23,15,0,Audio Production,Singleplayer
486850,Card of spirits(卡灵),2016-06-21,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual,Casual;Card Game;Strategy,65,18,0,Casual,Singleplayer
391310,Alien Attack,2016-06-21,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Adventure;Casual;Indie;Simulation,Action;Indie;Casual,121,52,258,Action,Multiplayer
455400,PAC-MAN 256,2016-06-21,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Arcade;Casual,811,81,86,Action,Multiplayer
472060,Ortus Regni,2016-06-21,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,115,24,0,Strategy,Multiplayer
493760,Fairyland: Incursion,2016-06-21,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Adventure;RPG;Indie,36,38,266,Adventure,Multiplayer
345620,The Labyrinth of Grisaia,2016-06-22,Single-player;Steam Cloud,Adventure;Casual,Visual Novel;Anime;Adventure,75,11,2353,Adventure,Singleplayer
423710,Invasion: Brain Craving,2016-06-22,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Indie;RPG;Adventure,115,151,239,Adventure,Singleplayer
454160,Dark Fear,2016-06-22,Single-player;Steam Achievements,Adventure;Indie;RPG,Adventure;RPG;Indie,124,7,0,Adventure,Singleplayer
460640,Breached,2016-06-22,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Sci-fi,74,51,0,Adventure,Singleplayer
465190,Nutlope,2016-06-22,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,9,12,0,Adventure,Singleplayer
473470,Purgatory,2016-06-22,Single-player;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy,Strategy;Indie;Adventure,120,71,235,Adventure,Singleplayer
481420,Final Approach: Pilot Edition,2016-06-22,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Simulation,Simulation;VR,23,18,0,Simulation,Singleplayer
483960,Purino Party,2016-06-22,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Adventure;Casual,Nudity;Anime;Sexual Content,176,81,0,Sexual Content,Singleplayer
486650,Potato Thriller,2016-06-22,Single-player,Action;Adventure;Indie,Indie;Action;Adventure,224,65,0,Adventure,Singleplayer
489460,The Last Leviathan,2016-06-22,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Sandbox,339,104,43,Simulation,Singleplayer
430230,Grass Max,2016-06-22,Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Racing,Indie;Action;Racing,14,4,0,Racing,Multiplayer
382050,Eon Altar,2016-06-22,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Adventure;Action,550,72,352,Adventure,Multiplayer
340030,Dungeon of gain,2016-06-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;Rogue-like,6,38,272,RPG,Singleplayer
357920,Final Strike,2016-06-23,Single-player;VR Support,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,14,21,0,Action,Singleplayer
446590,7 Mages,2016-06-23,Single-player,RPG,RPG;Dungeon Crawler;First-Person,61,36,0,RPG,Singleplayer
453700,prog.1,2016-06-23,Single-player;Full controller support;Steam Trading Cards,Indie,Indie;Platformer;Puzzle,8,1,0,Indie,Singleplayer
454380,Champions of Breakfast,2016-06-23,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Bullet Hell,112,0,0,Action,Singleplayer
458590,ABE VR,2016-06-23,Single-player;Partial Controller Support,Adventure,Adventure;Horror;VR,155,89,0,Adventure,Singleplayer
492370,Affairs of the Court: Choice of Romance,2016-06-23,Single-player;Steam Achievements;Captions available;In-App Purchases;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,41,12,0,Adventure,Singleplayer
326110,Defenders of the Last Colony,2016-06-23,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Shooter,9,14,0,Action,Multiplayer
486500,Spooky Heroes,2016-06-23,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,22,12,0,Adventure,Multiplayer
494350,Bowl VR,2016-06-24,Single-player;Local Multi-Player;Local Co-op;Steam Achievements,Casual;Simulation;Sports,Sports;Casual;Simulation,8,10,0,Sports,Multiplayer
471260,Osozaki 遅咲き Late Blooming - First,2016-06-25,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Nudity;Visual Novel;Anime,38,14,122,Casual,Singleplayer
467780,simian.interface++,2016-06-26,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,76,2,0,Casual,Singleplayer
398150,Ace of Protectors,2016-06-27,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Adventure;RPG,41,27,769,Adventure,Singleplayer
438640,LEGO® STAR WARS™: The Force Awakens,2016-06-27,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure,LEGO;Star Wars;Adventure,1828,422,1435,Adventure,Singleplayer
487430,KARAKARA,2016-06-27,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Visual Novel;Sexual Content;Anime,1306,126,332,Casual,Singleplayer
489610,Chicken Assassin: Reloaded,2016-06-27,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Casual;Indie;RPG,Indie;RPG;Clicker,463,27,123,RPG,Singleplayer
338390,The Technomancer,2016-06-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;Action;Sci-fi,1232,565,67,RPG,Singleplayer
360880,Nightfall: Escape,2016-06-28,Single-player,Violent;Gore;Adventure;Indie;Simulation,Indie;Gore;Adventure,23,26,0,Adventure,Singleplayer
491210,LUMBERMANCER,2016-06-28,Single-player;Full controller support,Action;Adventure,Action;Adventure,33,5,0,Adventure,Singleplayer
494660,Android John,2016-06-28,Single-player;Steam Trading Cards,Casual;Indie,Casual;Indie,36,20,348,Casual,Singleplayer
370840,Rugby Challenge 3,2016-06-28,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Sports,Sports,47,34,0,Sports,Multiplayer
471710,Rec Room,2016-06-28,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Full controller support;SteamVR Collectibles;Includes level editor,Action;Adventure;Casual;Free to Play;Massively Multiplayer;Sports;Early Access,Early Access;VR;Free to Play,3431,225,78,Action,Multiplayer
311240,Zero Escape: Zero Time Dilemma,2016-06-29,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Puzzle;Psychological Horror;Story Rich,1382,128,1448,Adventure,Singleplayer
460230,Starters Orders 6 Horse Racing,2016-06-29,Single-player;Partial Controller Support,Simulation;Sports;Strategy,Simulation;Sports;Strategy,66,16,0,Sports,Singleplayer
474050,Candy Blast,2016-06-30,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Casual;Indie;Puzzle,46,46,212,Casual,Singleplayer
493730,HardCube,2016-06-30,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Commentary available,Adventure;Casual;Indie,Indie;Adventure;Casual,171,47,260,Adventure,Singleplayer
403590,Klepto,2016-06-30,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Stats;Steam Leaderboards,Action;Indie;Simulation;Early Access,Early Access;Simulation;Action,74,124,0,Action,Multiplayer
416140,The Final Frontier: Space Simulator,2016-06-30,Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Action;Adventure;Massively Multiplayer;Simulation;Early Access,Early Access;Adventure;Action,7,12,0,Adventure,Multiplayer
448710,VirZOOM Arcade,2016-06-30,Single-player;Multi-player;VR Support,Action;Adventure;Casual;Indie;Racing;Sports,Casual;Racing;Action,20,1,0,Racing,Multiplayer
369030,Vinyl,2016-07-01,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie,Free to Play;Casual;Indie,154,109,132,Casual,Singleplayer
437870,Earth Space Colonies,2016-07-01,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Indie,83,77,0,Strategy,Singleplayer
444140,Sonicomi,2016-07-01,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Casual,Sexual Content;Anime;Mature,390,37,0,Adventure,Singleplayer
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,2016-07-01,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;RPG;Strategy,Visual Novel;Anime;RPG,240,12,280,RPG,Singleplayer
490390,神明的一天世界(God's One Day World),2016-07-01,Single-player;Steam Trading Cards,Adventure,Adventure;Visual Novel;Anime,573,94,0,Adventure,Singleplayer
491390,Alchemist Penguin,2016-07-01,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Action;Indie,10,0,0,Action,Singleplayer
494150,The Thrill of the Fight - VR Boxing,2016-07-01,Single-player,Action;Sports;Early Access,Early Access;Sports;Action,842,52,40,Sports,Singleplayer
406220,Gnomes Vs. Fairies: Greckel's Quest,2016-07-01,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG,Adventure;Action;RPG,47,10,0,Adventure,Multiplayer
485000,Cthulhu Realms,2016-07-01,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;In-App Purchases,Strategy,Strategy;Card Game;Lovecraftian,110,52,3,Strategy,Multiplayer
445140,Smell Of Death,2016-07-04,Single-player;VR Support,Action;Indie,Action;Indie;Horror,40,14,0,Action,Singleplayer
454220,The Temporal Invasion,2016-07-04,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation,66,19,447,Adventure,Singleplayer
492170,Planet Driller,2016-07-04,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy,Casual;Action;Adventure,42,18,265,Adventure,Singleplayer
494310,Unbreakable Vr Runner,2016-07-04,Single-player,Action;Adventure;Indie;Sports;Early Access,Early Access;Adventure;Action,54,0,0,Adventure,Singleplayer
495320,Ancient VR coaster,2016-07-04,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Simulation;Indie,8,9,0,Adventure,Singleplayer
378070,Energy Hook,2016-07-05,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Sports,Indie;Sports;Action,38,12,0,Sports,Singleplayer
423230,Furi,2016-07-05,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Great Soundtrack;Difficult;Action,4199,474,682,Action,Singleplayer
425580,The Room Two,2016-07-05,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Puzzle;Mystery;Adventure,7382,176,279,Adventure,Singleplayer
440630,The Brookhaven Experiment,2016-07-05,Single-player;Steam Achievements;VR Support,Action;Indie,Action;Indie;VR,662,95,0,Action,Singleplayer
460120,Megadimension Neptunia VII,2016-07-05,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy,Anime;JRPG;Female Protagonist,2357,103,1058,RPG,Singleplayer
463800,FreeHolder,2016-07-05,Single-player,Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;RPG,53,8,0,RPG,Singleplayer
475080,Cavernus,2016-07-05,Single-player;Full controller support,Action;Adventure,Action;Adventure;Platformer,7,10,0,Adventure,Singleplayer
477950,Simple Spy,2016-07-05,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Adventure,14,4,0,Action,Singleplayer
490950,Frost,2016-07-05,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Card Game;Indie,81,8,0,Strategy,Singleplayer
498360,Puzzle Nebula,2016-07-05,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,3,0,0,Casual,Singleplayer
418340,RWBY: Grimm Eclipse,2016-07-05,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie,Action;Hack and Slash;Female Protagonist,8844,1830,273,Action,Multiplayer
482920,Hero Zero,2016-07-05,Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Casual,1336,428,5,RPG,Multiplayer
491260,Take Thy Throne,2016-07-05,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;Massively Multiplayer;Strategy,Adventure;Action;Casual,140,92,211,Adventure,Multiplayer
467790,Crongdor the Barbarian,2016-07-06,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Indie,Action;Indie,2,1,0,Action,Singleplayer
479040,Metamorphic,2016-07-06,Single-player;Steam Achievements;Steam Cloud,Indie;Simulation,Simulation;Indie;Puzzle,21,10,0,Simulation,Singleplayer
486170,Bathory - The Bloody Countess,2016-07-06,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,33,14,0,Adventure,Singleplayer
491170,Crazy Forest,2016-07-06,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,244,114,277,Adventure,Singleplayer
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,2016-07-06,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,7,1,0,Adventure,Singleplayer
333340,Star Rangers™ XE,2016-07-06,Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Early Access,Early Access;Simulation;Adventure,67,83,0,Adventure,Multiplayer
425820,Dragonpath,2016-07-06,Single-player;Online Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;RPG;Indie,59,14,0,RPG,Multiplayer
442080,Riders of Icarus,2016-07-06,Single-player;Multi-player;Online Multi-Player;MMO;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;RPG,5306,2741,145,RPG,Multiplayer
497150,DJ Streamer,2016-07-07,Steam Cloud;Stats,Audio Production;Utilities,Utilities;Audio Production,13,9,0,Audio Production,Unknown
304430,INSIDE,2016-07-07,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Atmospheric;Dark;Indie,19660,934,408,Indie,Singleplayer
389190,Goblins and Grottos,2016-07-07,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,Action;Adventure;Casual;Indie,Indie;Adventure;Casual,57,20,0,Adventure,Singleplayer
437030,MEMENTO,2016-07-07,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;RPGMaker,14,8,0,Adventure,Singleplayer
461490,Kaboom Monsters,2016-07-07,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;Strategy;Early Access,Early Access;Strategy;Indie,59,42,203,Strategy,Singleplayer
485040,Nurse Love Addiction,2016-07-07,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Adventure;Simulation,Nudity;Female Protagonist;Anime,495,32,0,Nudity,Singleplayer
487700,Conan the mighty pig,2016-07-07,Single-player;Steam Trading Cards,Action;Adventure;Indie,Psychological Horror;Action;Indie,252,46,211,Action,Singleplayer
492600,Ridge,2016-07-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;Indie,13,10,268,Adventure,Singleplayer
493310,Requiem: Avenging Angel,2016-07-07,Single-player,Action,Action;FPS;Classic,32,6,0,Action,Singleplayer
493380,ChessVR,2016-07-07,Single-player;Steam Achievements;Full controller support,Indie;Strategy,Strategy;Indie;VR,10,4,0,Strategy,Singleplayer
493650,Deep Space Dash,2016-07-07,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,78,213,220,Action,Singleplayer
493810,Jonah's Path,2016-07-07,Single-player,Free to Play;Indie,Free to Play;Indie;VR,43,19,80,Indie,Singleplayer
495090,Evolution Planet: Gold Edition,2016-07-07,Single-player;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual,Casual;Puzzle;Match 3,34,12,0,Casual,Singleplayer
497050,Shape Shifter,2016-07-07,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual,65,65,214,Casual,Singleplayer
497590,Sapper's bad dream,2016-07-07,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Adventure,13,10,213,Adventure,Singleplayer
497790,Ayumi: Enhanced Edition,2016-07-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Adventure;Horror;Space,8,1,0,Adventure,Singleplayer
498510,DreamLand,2016-07-07,Single-player,RPG,RPG;VR,36,26,0,RPG,Singleplayer
498980,DUO,2016-07-07,Single-player,Action;Casual;Indie;Sports,Action;Casual;Sports,19,6,0,Sports,Singleplayer
465070,TRIZEAL Remix,2016-07-07,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Shoot 'Em Up;Bullet Hell,15,0,0,Action,Multiplayer
497860,Zezenia Online,2016-07-07,Multi-player;Online Multi-Player;MMO,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,145,62,9,RPG,Multiplayer
399130,Massive Cleavage vs Zombies: Awesome Edition,2016-07-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Casual;Indie,Gore;Action;Indie,77,84,964,Action,Singleplayer
406550,Umineko When They Cry - Question Arcs,2016-07-08,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Great Soundtrack;Mystery;Visual Novel,322,8,0,Adventure,Singleplayer
415530,"Fly, Glowfly!",2016-07-08,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Fantasy,10,2,0,Casual,Singleplayer
425070,Asteroids Minesweeper,2016-07-08,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,40,7,0,Casual,Singleplayer
448580,Dead End Road,2016-07-08,Single-player;Partial Controller Support,Action;Indie;Racing,Indie;Racing;Action,134,17,0,Racing,Singleplayer
466350,Fossil Echo,2016-07-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,66,38,0,Adventure,Singleplayer
486150,Radical Spectrum: Volume 1,2016-07-08,Single-player;Full controller support,Action,Action,51,33,297,Action,Singleplayer
488220,Valcarta: Rise of the Demon,2016-07-08,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG,RPG;Indie;2D,17,6,0,RPG,Singleplayer
488360,Vistascapes VR,2016-07-08,Single-player,Action;Adventure;Simulation,Adventure;Simulation;Action,13,16,0,Adventure,Singleplayer
490820,Fly O'Clock,2016-07-08,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,266,58,228,Action,Singleplayer
491130,Red Trigger,2016-07-08,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Free to Play;Indie,Free to Play;Indie;Puzzle,1636,173,22,Indie,Singleplayer
491220,Mr. Pumpkin Adventure,2016-07-08,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,108,11,0,Adventure,Singleplayer
493720,Haven Moon,2016-07-08,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Casual;Indie,172,55,0,Adventure,Singleplayer
495230,Hypnorain,2016-07-08,Single-player;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Retro,6,6,0,Action,Singleplayer
496530,Pigmentone,2016-07-08,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,21,8,0,Strategy,Singleplayer
498660,Mind Spheres,2016-07-08,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Sports,Indie;Casual;Sports,410,103,274,Sports,Singleplayer
314010,Boid,2016-07-08,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Stats;Includes level editor,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,536,132,8,Strategy,Multiplayer
463520,Pristine world,2016-07-09,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Strategy,Indie;Casual;Strategy,67,47,122,Strategy,Singleplayer
492530,The Dark Legions,2016-07-09,Single-player;Steam Trading Cards,Indie;Strategy,Indie;Strategy;Medieval,45,14,0,Strategy,Singleplayer
411130,Leviathan: the Cargo — Ongoing series,2016-07-10,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Indie;Adventure,35,24,0,Adventure,Singleplayer
494380,VR Boxing Workout,2016-07-10,Single-player,Simulation;Sports,Simulation;Sports;VR,2,6,0,Sports,Singleplayer
473810,Killbot,2016-07-10,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure;Indie;Massively Multiplayer;Simulation,Action;Indie;Massively Multiplayer,43,65,218,Massively Multiplayer,Multiplayer
460700,Song of the Deep,2016-07-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Metroidvania;Female Protagonist,507,108,306,Adventure,Singleplayer
491040,Bot Vice,2016-07-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Pixel Graphics,831,41,174,Action,Singleplayer
494290,MiDZone,2016-07-11,Single-player,Action;Indie,Action;Indie;Singleplayer,23,39,224,Action,Singleplayer
496890,Replica,2016-07-11,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Pixel Graphics,2367,350,96,Adventure,Singleplayer
497670,LineDash,2016-07-11,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Arcade,18,4,0,Action,Singleplayer
499460,Tomato Jones,2016-07-11,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Casual,114,23,0,Adventure,Singleplayer
500190,Firefight,2016-07-11,Single-player,Strategy,Strategy;World War II,37,12,0,Strategy,Singleplayer
368680,Super Mutant Alien Assault,2016-07-11,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,81,4,0,Action,Multiplayer
370130,Lion Quest,2016-07-11,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,24,19,60,Adventure,Multiplayer
261900,The Real Texas,2016-07-12,Single-player;Steam Achievements,Action;Adventure;Indie;RPG,RPG;Indie;Adventure,27,0,0,Adventure,Singleplayer
