appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,appid
420300,The Admin,2016-11-01,Single-player;Steam Trading Cards,Violent;Action;Adventure;Indie,Action;Adventure;Indie,7,14,352,420300
434870,Megalo Polis,2016-11-01,Single-player;Steam Achievements,Indie;Strategy,Strategy;Indie;Political,5,5,0,434870
491030,The Last Error,2016-11-01,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,30,12,295,491030
491790,Project Syria,2016-11-01,Single-player,Free to Play;Indie;Simulation,Free to Play;Simulation;Indie,24,48,0,491790
526390,Inevitable Path,2016-11-01,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie,3,6,0,526390
528820,Eisenwald: Blood of November,2016-11-01,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,69,56,0,528820
417430,Moto Racer  4,2016-11-02,Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Racing,Racing;Action;Sports,474,252,764,417430
458630,Political Animals,2016-11-02,Single-player;Local Multi-Player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Indie,84,30,454,458630
508230,Anime Studio Simulator,2016-11-02,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation,Anime;Simulation;Indie,42,19,212,508230
520810,Metal Noise,2016-11-02,Single-player,Action;RPG;Simulation,Action;RPG;Simulation,2,1,0,520810
522730,God Of Arrows VR,2016-11-02,Single-player;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation;Early Access,Early Access;Action;Indie,30,8,0,522730
523170,ShotForge,2016-11-02,Single-player,Indie;Simulation,Indie;Simulation;VR,46,10,7,523170
530120,VR The Diner Duo,2016-11-02,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Casual;Indie;Simulation,Indie;Casual;Simulation,328,9,0,530120
536230,Siege Hammer,2016-11-02,Single-player,Action;Indie;Strategy,Strategy;Action;Indie,6,1,0,536230
536640,Grimm: Dark Legacy,2016-11-02,Single-player;Online Multi-Player;MMO;Online Co-op;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,40,39,0,536640
543030,Slap The Fly,2016-11-02,Single-player;Online Multi-Player,Indie;Simulation,Indie;Simulation;FPS,70,27,37,543030
544130,Whack-a-Vote: Hammering the Polls,2016-11-02,Single-player,Casual;Indie,Indie;Casual;VR,12,3,0,544130
551930,Pro Skater 2D,2016-11-02,Single-player;Steam Trading Cards,Indie;Simulation;Sports,Indie;Simulation;Sports,26,23,230,551930
292730,Call of Duty®: Infinite Warfare,2016-11-03,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Valve Anti-Cheat enabled,Action;Adventure,Action;FPS;Multiplayer,7821,10570,3890,292730
312560,Xanadu Next,2016-11-03,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG,RPG;Action;Action RPG,188,21,0,312560
461430,EmergeNYC,2016-11-03,Single-player;Multi-player;Online Multi-Player;Partial Controller Support,Action;Casual;Indie;Racing;RPG;Simulation;Strategy;Early Access,Early Access;Simulation;Action,907,429,0,461430
493490,City Car Driving,2016-11-03,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Racing;Simulation,Simulation;Driving;Open World,1606,668,198,493490
508710,Project Lounge,2016-11-03,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Early Access,Early Access;Indie;Casual,27,9,0,508710
521150,Another Brick in The Mall,2016-11-03,Single-player;Steam Achievements;Steam Workshop,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Management,811,181,142,521150
529410,Kittypocalypse - Ungoggled,2016-11-03,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie;Strategy,Casual;Strategy;Action,32,8,0,529410
535910,Meow-Jong,2016-11-03,Single-player;Steam Achievements;Steam Trading Cards,Casual;Simulation;Strategy,Casual;Strategy;Simulation,24,2,0,535910
537060,MagixHome™ VR,2016-11-03,Single-player,Free to Play;Simulation;Early Access,Early Access;Free to Play;Simulation,6,6,0,537060
537180,Digimon Masters Online,2016-11-03,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Anime;Adventure,2836,1350,641,537180
539440,Citalis,2016-11-03,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Casual;Indie;Simulation,95,80,235,539440
544420,VRCapture,2016-11-03,Full controller support,Utilities;Video Production,Video Production;Utilities;VR,33,18,1,544420
549900,Leviathan Starblade,2016-11-03,Single-player;Steam Trading Cards;Partial Controller Support,Action,Action;Shoot 'Em Up,23,16,0,549900
363930,Dead Age,2016-11-04,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Zombies;RPG;Survival,2889,595,555,363930
386970,Memory's Dogma CODE:01,2016-11-04,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Anime;Adventure,201,37,862,386970
403980,World Ship Simulator,2016-11-04,Single-player,Simulation,Simulation;Open World;Realistic,47,152,0,403980
431810,Rencounter,2016-11-04,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Indie;RPG;Strategy,132,58,5,431810
445670,The Stargazers,2016-11-04,Single-player,Adventure;Casual;Indie,Adventure;Indie;Visual Novel,4,6,0,445670
487350,Pirate Pop Plus,2016-11-04,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Casual;Action;Indie,75,46,790,487350
492130,"Bye-Bye, Wacky Planet",2016-11-04,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Casual;Indie;Action,308,71,246,492130
505750,Trimmer Tycoon,2016-11-04,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Simulation;Strategy,436,237,9,505750
513510,Intralism,2016-11-04,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie,Indie;Music;Rhythm,1839,260,297,513510
526680,Lifeliqe VR Museum,2016-11-04,Single-player,Free to Play;Simulation,Free to Play;Simulation;VR,18,7,0,526680
531930,Dungeon Rats,2016-11-04,Single-player;Steam Achievements,Indie;RPG,RPG;Indie;Turn-Based Combat,258,63,69,531930
547740,Across,2016-11-04,Single-player;Steam Cloud,Action;Indie,Action;Indie;VR,5,5,0,547740
547840,Interfectorem,2016-11-04,Single-player,Adventure,Adventure;Mystery;Horror,14,7,0,547840
548080,Space Merchants: Arena,2016-11-04,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation,Action;RPG;Massively Multiplayer,16,7,262,548080
551110,Wayout,2016-11-04,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,552,64,131,551110
521980,Autumn Dream,2016-11-05,Single-player;Steam Trading Cards,Gore;Action;Adventure;Indie,Indie;Action;Adventure,40,56,242,521980
544440,Next Stop 2,2016-11-06,Single-player,Casual;Simulation;Strategy,Strategy;Simulation;Casual,23,3,0,544440
451780,Trillion: God of Destruction,2016-11-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy,RPG;Strategy;Anime,237,79,1,451780
517670,Cowbots and Aliens,2016-11-07,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Action;Adventure;Casual;Indie;Early Access,Early Access;VR;Action,81,12,0,517670
535270,Constricting Cubes,2016-11-07,Single-player;Full controller support,Action;Casual;Indie;Strategy,Strategy;Action;Indie,5,5,0,535270
536210,Please State Your Name : A VR Animated Film,2016-11-07,Single-player,Adventure;Casual;Free to Play,Adventure;Free to Play;Casual,34,16,0,536210
545690,VOI,2016-11-07,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Indie;Casual;Simulation,456,32,9,545690
545960,Wild Animals - Animated Jigsaws,2016-11-07,Single-player;Steam Achievements;Steam Trading Cards,Casual;Simulation,Casual;Simulation;Puzzle,78,8,0,545960
549860,One Night Stand,2016-11-07,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Indie;Visual Novel;Choices Matter,392,44,0,549860
549880,RoboSports VR,2016-11-07,Single-player;Multi-player;Online Multi-Player;Online Co-op,Sports;Early Access,Early Access;Sports;VR,8,7,0,549880
552060,EscapeVR: The Basement,2016-11-07,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,46,5,0,552060
552100,Brick Rigs,2016-11-07,Single-player;Online Multi-Player;Steam Trading Cards;Steam Workshop;Partial Controller Support,Simulation;Early Access,Early Access;Sandbox;Multiplayer,3207,636,2193,552100
237870,Planet Explorers,2016-11-08,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Partial Controller Support,Action;Adventure;Indie;RPG;Simulation,Sandbox;Open World;Survival,3847,1729,765,237870
446800,Transport Fever,2016-11-08,Single-player;Steam Achievements;Steam Workshop,Simulation,Simulation;Management;Economy,4418,1266,858,446800
495030,VR Battle Grid,2016-11-08,Single-player;Multi-player;Online Multi-Player,Action;Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Action;Indie,44,5,0,495030
528080,Night Forest,2016-11-08,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Casual;Action;Adventure,26,47,256,528080
532270,Lethal VR,2016-11-08,Single-player;Steam Achievements;Steam Trading Cards,Action;Simulation,Action;Simulation;VR,97,14,25,532270
543360,Relaxation balls,2016-11-08,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;Simulation,Indie;Action;Casual,51,49,392,543360
544590,Death Dojo,2016-11-08,Single-player,Violent;Action,Action;Violent;VR,49,23,4,544590
551580,Goblin and Coins,2016-11-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,51,6,0,551580
390540,High Fidelity,2016-11-09,Online Multi-Player;Partial Controller Support,Free to Play;Massively Multiplayer;Early Access,Early Access;VR;Free to Play,70,43,417,390540
432370,Sethian,2016-11-09,Single-player,Indie,Indie;Puzzle;Sci-fi,49,6,0,432370
444200,World of Tanks Blitz MMO,2016-11-09,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,Tanks;Free to Play;Multiplayer,14069,5988,383,444200
475550,Beholder,2016-11-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Indie;Strategy;Choices Matter,9947,1095,227,475550
491530,Notruf 112 | Emergency Call 112,2016-11-09,Single-player;Steam Workshop;Partial Controller Support,Action;Casual;Simulation,Simulation;Realistic;Singleplayer,698,461,744,491530
525860,Garden Wars,2016-11-09,Single-player;Multi-player;Steam Achievements,Casual;Indie;Strategy,Strategy;Indie;Casual,2,0,0,525860
537200,Defense Of Greece TD,2016-11-09,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Indie,26,16,0,537200
544540,The Fastest Fist,2016-11-09,Single-player,Action;Sports,Action;Sports;VR,34,6,0,544540
545360,Sleight,2016-11-09,Single-player;Steam Trading Cards,Action;Indie,Indie;Action,35,47,233,545360
553130,Into The Unknown,2016-11-09,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,48,25,0,553130
553790,Once in Yaissor,2016-11-09,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Story Rich;Adventure,667,104,3948,553790
362960,Tyranny,2016-11-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG,RPG;Story Rich;Choices Matter,6121,1001,1899,362960
436850,Stellar Stars,2016-11-10,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud,Action;RPG;Strategy,Action;Strategy;RPG,3,3,0,436850
463250,One Tower,2016-11-10,Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Strategy;Early Access,Early Access;Free to Play;Strategy,35,45,9,463250
507490,Ashes of the Singularity: Escalation,2016-11-10,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Indie;Simulation;Strategy,Strategy;RTS;Sci-fi,1551,472,259,507490
514310,SENRAN KAGURA Bon Appétit! - Full Course,2016-11-10,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual,Nudity;Anime;Sexual Content,490,34,125,514310
520910,Kokurase - Episode 1,2016-11-10,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Free to Play;Indie;RPG,Free to Play;RPG;Indie,81,6,0,520910
536780,Lost Grimoires: Stolen Kingdom,2016-11-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,70,14,0,536780
536920,Groggers!,2016-11-10,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Indie;Casual,2,1,0,536920
540410,Queendoom,2016-11-10,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action,Action;Indie;Fantasy,17,0,0,540410
551100,Oblivion's Edge,2016-11-10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action,3,2,0,551100
555940,Fairyland: Fairy Power,2016-11-10,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,73,24,246,555940
403640,Dishonored 2,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Stealth;Action;First-Person,21022,5059,1107,403640
420060,Candle,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Hand-drawn,322,52,0,420060
433480,Rayon Riddles - Rise of the Goblin King,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Strategy,Adventure;Strategy;Singleplayer,11,0,0,433480
516680,Flying Baron 1916,2016-11-11,Single-player;Partial Controller Support;Steam Cloud,Action;Simulation,Action;Simulation,0,6,0,516680
517010,Aztecalypse,2016-11-11,Single-player;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Adventure;Indie,Indie;Action;Adventure,22,24,217,517010
518120,Chimpact 1 - Chuck's Adventure,2016-11-11,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual,Casual;Action;Adventure,125,46,28,518120
526800,Cubotrox,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Difficult,45,4,0,526800
528670,Elems,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual,8,2,302,528670
532700,Finque,2016-11-11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Minimalist,10,5,0,532700
533950,Don't open the doors!,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,Indie;Action;Adventure,135,22,0,533950
545050,Badiya: Desert Survival,2016-11-11,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Survival;Open World,154,94,0,545050
545330,AL･FINE,2016-11-11,Single-player;Steam Achievements,Casual;Indie;RPG;Simulation,Simulation;RPG;Indie,15,23,0,545330
546340,"Dynamic Very, Very, Hard game!!",2016-11-11,Single-player;Steam Trading Cards;Commentary available,Action;Adventure;Casual;Indie,Indie;Casual;Action,39,65,229,546340
548230,SPINGUN,2016-11-11,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,60,10,0,548230
551500,Star Fight,2016-11-11,Single-player,Casual;Simulation,Casual;Simulation,6,4,0,551500
526310,Silhouette,2016-11-13,Single-player;Partial Controller Support,Adventure;Indie;Early Access,Early Access;Adventure;Indie,13,4,0,526310
377980,Mortos,2016-11-14,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Stats,Nudity;Violent;Gore;Action;Casual;Indie,Violent;Action;Nudity,36,34,525,377980
390330,Mekazoo,2016-11-14,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Action;Adventure;Indie,50,13,0,390330
416250,Tales [PC],2016-11-14,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,23,6,0,416250
452230,Spellstone,2016-11-14,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;RPG;Strategy,Free to Play;Card Game;Strategy,204,112,1,452230
454070,Boundel: The Second Era,2016-11-14,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Massively Multiplayer;RPG,Massively Multiplayer;Indie;RPG,165,116,0,454070
455830,FrightShow Fighter,2016-11-14,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Indie;Action;2D Fighter,15,5,0,455830
539050,Super Island God VR,2016-11-14,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,35,18,0,539050
541190,Nodiatis,2016-11-14,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Adventure;Massively Multiplayer,32,18,0,541190
541380,PhysDrive,2016-11-14,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Racing,Racing;Action;Indie,23,31,0,541380
550810,Abduction Bit,2016-11-14,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Pixel Graphics,60,4,0,550810
551690,Counter Fight,2016-11-14,Single-player,Action;Casual;Indie;Simulation,Simulation;Casual;Action,106,19,0,551690
552140,CAGE,2016-11-14,Local Multi-Player,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,70,11,0,552140
314790,Silence,2016-11-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,1044,173,146,314790
350380,The Martian VR Experience,2016-11-15,Single-player,Adventure;Casual;Simulation,Adventure;Simulation;Casual,11,33,0,350380
361040,Doom & Destiny Advanced,2016-11-15,Single-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;RPGMaker,248,16,0,361040
369830,Toonstruck,2016-11-15,Single-player,Adventure,Adventure;Point & Click;FMV,86,5,0,369830
378700,Neptune Flux,2016-11-15,Single-player;Steam Achievements;Full controller support;VR Support;Steam Cloud,Adventure;Indie,Adventure;Indie,24,11,0,378700
395620,Ittle Dew 2,2016-11-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,127,30,530,395620
416040,CLASH,2016-11-15,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play;Indie;Strategy,Action;Free to Play;Strategy,87,120,272,416040
454540,LuckCatchers,2016-11-15,MMO;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Massively Multiplayer;RPG,407,338,4,454540
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,2016-11-15,Single-player;Full controller support;Steam Workshop;In-App Purchases;Steam Cloud;Includes level editor,Action;Free to Play;Indie;Simulation,Sandbox;Pixel Graphics;Free to Play,341,228,17,466940
487630,Lantern,2016-11-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie,Indie;VR;Atmospheric,38,14,0,487630
494100,ENIGMA:,2016-11-15,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Visual Novel,55,1,0,494100
542260,The Herbalist,2016-11-15,Single-player;Steam Achievements;Steam Trading Cards,Nudity;Casual;Indie,Anime;Nudity;Visual Novel,391,21,0,542260
550840,Fresh Body,2016-11-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Gore,869,168,231,550840
555610,Gunmetal Arcadia Zero,2016-11-15,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Adventure;Action;Indie,68,16,2,555610
282560,RollerCoaster Tycoon World™,2016-11-16,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Simulation;Strategy,Simulation;Building;Management,1182,3585,4878,282560
348250,Google Earth VR,2016-11-16,Single-player;VR Support;SteamVR Collectibles,Adventure;Casual;Free to Play;Simulation,VR;Free to Play;Simulation,1788,71,25,348250
399820,Kopanito All-Stars Soccer,2016-11-16,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Sports,Sports;Indie;Action,1234,277,235,399820
422910,Creeper World: Anniversary Edition,2016-11-16,Single-player;Steam Achievements;Steam Cloud,Indie;Simulation;Strategy,Strategy;Indie;Simulation,133,8,0,422910
422920,Creeper World 2: Anniversary Edition,2016-11-16,Single-player;Steam Achievements;Steam Cloud,Indie;Simulation;Strategy,Strategy;Indie;Simulation,67,7,0,422920
429350,Satellite Rush,2016-11-16,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Top-Down Shooter,35,5,0,429350
485420,Wolf Simulator,2016-11-16,Single-player;Steam Trading Cards,Action;Adventure;Indie;Simulation,Simulation;Action;Adventure,98,256,300,485420
496400,Renoir,2016-11-16,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Noir,28,18,0,496400
511500,Nanuleu,2016-11-16,Single-player;Steam Achievements;Steam Leaderboards,Indie;Strategy,Indie;Strategy;Tower Defense,35,10,0,511500
544190,Book Series - Alice in Wonderland,2016-11-16,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,46,13,0,544190
359140,Kick Ass Commandos,2016-11-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie;Strategy,Action;Indie;Adventure,361,16,0,359140
395470,ICARUS.1,2016-11-17,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Sci-fi,31,12,0,395470
446600,Magi Trials,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,63,16,0,446600
493340,Planet Coaster,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Simulation;Building;Management,22004,2828,482,493340
502200,Orczz,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Strategy,Strategy;Tower Defense;Funny,8,7,372,502200
504210,SHENZHEN I/O,2016-11-17,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation,Programming;Simulation;Puzzle,1682,62,336,504210
504420,Malazard: The Master of Magic,2016-11-17,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;VR,19,5,0,504420
511690,Duck Force,2016-11-17,Single-player,Action;Adventure;Casual;Indie;Simulation,Indie;Adventure;Casual,8,1,0,511690
526780,Jumper Jape,2016-11-17,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure,Action;Adventure;Platformer,12,0,0,526780
534360,Colt Express,2016-11-17,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Casual;Strategy,Casual;Strategy;Board Game,25,15,0,534360
540510,ISLANDS: Non-Places,2016-11-17,Single-player,Casual;Indie,Indie;Casual;Surreal,226,46,0,540510
540870,Crewsaders,2016-11-17,Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie;Local Multiplayer,23,9,0,540870
543270,Mr. Shadow,2016-11-17,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,33,4,0,543270
551520,Last Days of Spring 2,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Visual Novel,40,9,276,551520
552720,Saga of the North Wind,2016-11-17,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,8,3,0,552720
553640,ICEY,2016-11-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;RPG,Action;Female Protagonist;Hack and Slash,16978,1627,297,553640
554310,Rage Wars,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Violent;Gore;Adventure;Casual;Indie,Gore;Memes;Violent,223,86,3945,554310
555060,Final Soccer VR,2016-11-17,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Simulation;Sports,Simulation;Sports;Action,72,11,0,555060
557890,Sunset's Ashes,2016-11-17,Single-player;Steam Achievements;Steam Trading Cards,Casual;Free to Play;Indie,Free to Play;Indie;Casual,97,11,0,557890
232090,Killing Floor 2,2016-11-18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor,Action,Zombies;Co-op;Gore,60917,8354,957,232090
364910,Redemption: Saints And Sinners,2016-11-18,Single-player;Steam Achievements;Steam Trading Cards,Nudity;Violent;Gore;Action,Action;Violent;Gore,78,85,294,364910
406280,DesertLand 2115,2016-11-18,Multi-player;Online Multi-Player,Action;Indie,Survival;Open World;Action,32,41,0,406280
418210,Metal Tales: Fury of the Guitar Gods,2016-11-18,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,65,7,0,418210
438300,Shepherds of the Abyss,2016-11-18,Single-player;Multi-player;Online Multi-Player,Action;Indie;RPG;Strategy,Tower Defense;Action;Strategy,13,10,0,438300
485360,Disgraced,2016-11-18,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG;Simulation;Strategy,RPG;Indie;RPGMaker,53,9,0,485360
